image,n_candidates_added
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/09b3652a186f165d_jpg.rf.b5e651e172326bd6caca121958a8019d.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/0a4a34cff82148b5_jpg.rf.f4cf492f5fc9b24d64211126f95c3539.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/144f47d109d32056_jpg.rf.ae15033f55da1d39b75eb4dd6dd25945.jpg,2
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/155.rf.0c884c89e4088084b100c7903e48c96a.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/163638b0b40d4972_jpg.rf.b3fc2e4e68acfc21d24a2a406c33a0a6.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/187771c6-248f-461b-969e-424abd515b72_jpg.rf.23a89830660e4eb05342f692873e06c6.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/2-167-_jpg.rf.4bc0f20a7a693a6621c5fcad51979c13.jpg,2
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/2-260-_jpg.rf.98e8eb8b5689fd5b7919f297a758a6ce.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/2-329-_jpg.rf.0e5ffe59e0f86bc808a2903aa79afb68.jpg,2
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/289_jpg.rf.d8e03fa6774d9e805a3a2ed65715b2f5.jpg,8
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/31e30b31cdc696d3_jpg.rf.d568b6064857779272b931e7fbe89fab.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/389_jpg.rf.3217992eb00cae366b3943317e3a2de5.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/428394117-1608276923_jpeg.rf.403b5fffac08909c9b8e37b8c819f396.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/428394117-1608276923_jpeg_jpg.rf.19bae3a97da34418e34113f5858ce219.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/428394117-1608276923_jpeg_jpg.rf.39f49b9027435fecc21336a05b00601b.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/48c4d15d9a72236c_jpg.rf.6dcdaed47fca9b8c6d97993b0b345a8f.jpg,3
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/5233b72006401fe1_jpg.rf.97be8b0ffe77918c24b9e4129530c5b0.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/70c55c71bbbb6679_jpg.rf.6c7bdc95c69c2d7da7220160de23edce.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/7fb011711dfa93474e980d7d672cdc7f_jpg.rf.c00b0a01248d6f7f522da0054265cc85.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/93_jpg.rf.c8703a611134a71590104f7d2aaaa24e.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/9GPAQIWQCTHK_jpg.rf.377a5ebb0ec84d0bbd00765646909019.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/CAR00171_jpg.rf.714732872fac395a363c2b5348cfb5ff.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/DatasetWeapons_073_png.rf.8b727543b897499309c3587e47ff2277.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/DatasetWeapons_1025_png.rf.9361fe83a41061b005d87b2c2840eda5.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/DatasetWeapons_1057_png.rf.7b894464b4ca17bcf8b2e524393681c6.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/DatasetWeapons_1519_png.rf.8bb4406fb35d0a4f8ea55aa3a15e8907.jpg,2
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/DatasetWeapons_1541_png.rf.8796782a5e7e33e2c0ba0e845da2c47a.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/DatasetWeapons_171_png.rf.cbcf6568519338e93e579acbe02337e7.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/DatasetWeapons_1854_png.rf.0bc8fe604be8505d0ce4f8dac40d189f.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/DatasetWeapons_1910_png.rf.780cacf980ea2ce58279b0520a35c010.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/DatasetWeapons_1985_png.rf.27940ed859513a21715bcd6690a7408c.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/DatasetWeapons_2062_png.rf.426c34bb7fe1a4c804b20a6a59993bb2.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/DatasetWeapons_2067_png.rf.e743e01872694c018f20e00bee8fb87a.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/DatasetWeapons_2117_png.rf.0e0ea1d88450ea9e05812cac02727c08.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/DatasetWeapons_2208_png.rf.add4d448a1bcec581bfe68f9e75ac00f.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/DatasetWeapons_2333_png.rf.d99e3ac80f0c600c94f9ca49affc057a.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/DatasetWeapons_2443_png.rf.355a8458745df2e9527493e2ba645175.jpg,1
