image,n_candidates_added
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/0da4ef06330b5debed6ed8110dee1f17_jpg.rf.2446ee4cad521afa6c13488d00280afc.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/1bcec7fc341f8cb6b44192736b15c66a_jpg.rf.b5ebd7e93630abe9360105b3ffc42be8.jpg,2
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/1da20e9b838b87d6a95a5f1d3c2d78ff_jpg.rf.980b71a728d299cff07aaf3119b99f2a.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/23_jpeg_jpg.rf.69880c62fa5bd0fb381c60ada1e8c46f.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/29fb47a9ae643502623c182aa63bda7d_jpg.rf.a28989d3744da0ff0a181180ba7ae380.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/2c417482-cedceb085c6ab7ca090683faf697ce04_jpg.rf.8941a85adf166b7421a88bba546096ff.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/312999bfaea9243bfe000d5d2a39b531_jpg.rf.9844cdb4a4a9c7e5db6a62e2f335b359.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/36b3c4ff820e1df6fb6870b214814cf1_jpg.rf.ba7844740b812ad55ad00cf37372cc32.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/3899347_jpg.rf.29757ca22011b98380169e2555d87a4b.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/400_jpg.rf.d4f8fad3144068ff2e3c604895dd46d3.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/529cfd88d99a8e71_jpg.rf.ea7a5c7c2f5ddd7c77180224f05248ea.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/545646541drzt1s56e1t51sdrgf51sergf1dszrfgsd6_jpg.rf.2bcc3d73a8c5eb919afa1106e66703fc.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/546e0da6f0b87cc30e169776d43f3428_jpg.rf.a13f6640d14600a3302ebeeafe8cc21d.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/8130cc29a41fcb150c6cd1665efe88d1_jpeg_jpg.rf.0d4bd7eff4eeff0312bc5e97e74fb49d.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/FILE11310_JPG_jpg.rf.fd4fb0a7d83994d787a8939fd578a2d3.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/FILE21010_JPG_jpg.rf.d28626a6e65ed3d40d1ab3225a27d84e.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/FILE304_JPG_jpg.rf.d8b0d28dbf3f376b9a3dfb001e84d967.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/FILE5387_JPG_jpg.rf.7448a21aa5e8620d8b690436e29c140e.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/FILE5392_JPG_jpg.rf.0d103052c94dca8d450929c987f0d928.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/KnifeDataset_1253_png.rf.ee5b543ff36926dc876807f6abecfa76.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/KnifeDataset_1326_png.rf.6f88b0031e4500325d3405393a875006.jpg,1
